Gene name (systematic),Gene name (standard),ref,Class,M (Beyer)1,L (in codon),alpha_phys,J_phys,rho_phys,Jmax,rho_max
YNL031C,HHT2,4842,smooth,"57,55",137,"0,26408","0,20957","0,02151","0,68477","0,08408"
YNL032W,SIW14,4843,abrupt,"1,93",282,"0,15315","0,13008","0,02383","0,25929","0,09918"
YNL033W,,4844,smooth,"0,08",285,"0,07049","0,05982","0,01260","0,23546","0,05940"
YNL034W,,4845,abrupt,"0,09",613,"0,05647","0,05198","0,01038","0,25697","0,09049"
YNL035C,,4846,smooth,"0,38",390,"0,10008","0,08514","0,01401","0,27187","0,05927"
YNL036W,NCE103,4847,abrupt,"2,04",222,"0,19707","0,15545","0,02789","0,28240","0,09354"
YNL037C,IDH1,4848,hybrid,"2,17",361,"0,18394","0,13690","0,02058","0,35488","0,07883"
YNL038W,GPI15,4849,abrupt,"0,61",230,"0,09045","0,07956","0,01577","0,24814","0,09014"
YNL039W,BDP1,4850,hybrid,"0,72",595,"0,05294","0,04910","0,00856","0,25017","0,06380"
YNL040W,,4851,hybrid,"1,15",457,"0,05774","0,05058","0,00872","0,28583","0,08512"
YNL041C,COG6,4852,smooth,"0,32",840,"0,05923","0,05387","0,00962","0,26460","0,06106"
YNL042W,BOP3,4853,abrupt,"0,36",397,"0,06448","0,05791","0,01074","0,26184","0,07780"
YNL043C,,4854,smooth,"0,28",107,"0,24122","0,15486","0,02888","0,33301","0,07790"
YNL044W,YIP3,4855,hybrid,"4,18",177,"0,13926","0,11373","0,01726","0,37766","0,08307"
YNL045W,LAP2,4856,smooth,"1,06",672,"0,10037","0,08457","0,01335","0,23806","0,04181"
YNL046W,,4857,abrupt,"2,76",173,"0,06796","0,05908","0,01391","0,19863","0,10125"
YNL047C,SLM2,4858,smooth,"0,82",657,"0,05241","0,04792","0,00943","0,21275","0,04934"
YNL048W,ALG11,4859,abrupt,"1,09",549,"0,19183","0,15479","0,02615","0,29855","0,09862"
YNL049C,SFB2,4860,abrupt,"0,45",877,"0,06181","0,05537","0,00960","0,26186","0,09527"
YNL050C,,4861,hybrid,"0,91",271,"0,11682","0,09792","0,01748","0,31303","0,08379"
YNL051W,COG5,4862,hybrid,"0,37",404,#N/A,#N/A,#N/A,"0,26794","0,06683"
YNL052W,COX5A,4863,smooth,"3,33",154,"0,12934","0,11477","0,02149","0,28835","0,07507"
YNL053W,MSG5,4864,abrupt,"0,6",490,"0,04240","0,03980","0,00742","0,26033","0,07330"
YNL054W,VAC7,4865,abrupt,"0,25",1166,"0,02669","0,02588","0,00466","0,21863","0,06893"
YNL055C,POR1,4866,smooth,"14,66",284,"0,24796","0,19092","0,02403","0,47331","0,07555"
YNL056W,OCA2,4867,smooth,"2,14",198,"0,13117","0,10505","0,01945","0,27154","0,05571"
YNL057W,,4868,hybrid,"0,18",111,"0,34839","0,20606","0,04934","0,25535","0,08534"
YNL058C,,4869,smooth,"1,91",317,"0,10175","0,09151","0,01568","0,25120","0,05006"
YNL059C,ARP5,4870,smooth,"0,47",756,"0,09113","0,08287","0,01391","0,27818","0,05734"
YNL061W,NOP2,4871,abrupt,"2,86",619,"0,11297","0,10025","0,01543","0,30245","0,06925"
YNL062C,GCD10,4872,hybrid,"1,94",479,"0,09339","0,08318","0,01460","0,27486","0,06766"
YNL063W,MTQ1,4873,smooth,"0,47",315,"0,07827","0,06839","0,01398","0,22601","0,05350"
YNL064C,YDJ1,4874,hybrid,"12,77",410,"0,14438","0,12840","0,01680","0,29910","0,06183"
YNL065W,AQR1,4875,abrupt,"1,71",587,"0,04826","0,04468","0,00762","0,29805","0,08200"
YNL066W,SUN4,4876,smooth,"3,97",421,"0,14779","0,11281","0,01544","0,37865","0,06337"
YNL067W-A,,4877,smooth,"3,88",49,"0,12438","0,09525","0,02002","0,30979","0,08131"
YNL067W,RPL9B,4878,smooth,"11,18",192,#N/A,#N/A,#N/A,"0,73120","0,09392"
YNL068C,FKH2,4879,abrupt,"0,39",863,"0,06927","0,06301","0,01133","0,23031","0,08050"
YNL069C,RPL16B,4880,hybrid,"52,09",199,"0,15519","0,13776","0,01389","0,49996","0,07195"
YNL070W,TOM7,4881,smooth,"5,31",61,#N/A,#N/A,#N/A,"0,59321","0,08164"
YNL071W,LAT1,4882,smooth,"4,02",483,"0,11294","0,09421","0,01460","0,29724","0,05486"
YNL072W,RNH201,4883,smooth,"0,68",308,"0,09848","0,07746","0,01586","0,27787","0,08570"
YNL073W,MSK1,4884,abrupt,"0,51",577,"0,03341","0,03209","0,00619","0,26155","0,07790"
YNL074C,MLF3,4885,abrupt,"0,29",453,"0,06372","0,05657","0,01105","0,21049","0,06890"
YNL075W,IMP4,4886,abrupt,"2,64",291,"0,13363","0,10959","0,01815","0,33158","0,09489"
YNL076W,MKS1,4887,abrupt,"0,45",585,"0,04991","0,04415","0,00835","0,23494","0,09763"
YNL077W,APJ1,4888,abrupt,"0,19",529,"0,05183","0,04816","0,00849","0,23007","0,07536"
YNL078W,NIS1,4889,smooth,"1,44",408,"0,05026","0,04621","0,00978","0,24475","0,07100"
YNL079C,TPM1,4890,smooth,"5,22",200,"0,18107","0,14983","0,02306","0,31643","0,06280"
YNL080C,EOS1,4891,hybrid,"0,74",367,"0,03622","0,03367","0,00683","0,22453","0,07421"
YNL081C,SWS2,4892,hybrid,"1,24",144,#N/A,#N/A,#N/A,"0,30833","0,08638"
YNL082W,PMS1,4893,abrupt,"0,32",874,"0,03753","0,03519","0,00619","0,25326","0,06625"
YNL083W,SAL1,4894,smooth,"0,38",546,"0,03702","0,03436","0,00622","0,25991","0,06418"
YNL084C,END3,4895,abrupt,"1,35",350,"0,11325","0,09542","0,01565","0,27095","0,09539"
YNL085W,MKT1,4896,abrupt,"1,91",831,"0,08410","0,07368","0,01168","0,25977","0,10085"
YNL086W,SNN1,4897,smooth,"0,85",103,"0,32391","0,19325","0,05943","0,20841","0,07964"
YNL087W,TCB2,4898,abrupt,"1,79",1179,"0,08140","0,06981","0,01175","0,23938","0,06184"
YNL088W,TOP2,4899,abrupt,"1,4",1429,"0,02324","0,02261","0,00363","0,27009","0,07850"
YNL089C,,4900,smooth,"0,08",159,"0,07620","0,06780","0,01269","0,31305","0,07501"
YNL090W,RHO2,4901,hybrid,"1,3",193,"0,06441","0,05811","0,01046","0,31049","0,08110"
YNL091W,NST1,4902,abrupt,"0,9",1241,"0,02548","0,02482","0,00443","0,25240","0,08610"
YNL092W,,4903,hybrid,"0,11",401,"0,05741","0,05401","0,01033","0,23692","0,06975"
YNL093W,YPT53,4904,hybrid,"0,08",221,"0,12949","0,11239","0,01985","0,31989","0,08641"
YNL094W,APP1,4905,hybrid,"0,85",588,"0,03092","0,02996","0,00507","0,21877","0,05377"
YNL095C,,4906,hybrid,"0,14",643,"0,09066","0,08090","0,01463","0,29079","0,07536"
YNL096C,RPS7B,4907,smooth,"13,71",191,"0,16626","0,14224","0,01548","0,46019","0,06613"
YNL097C,PHO23,4908,abrupt,"1,09",331,"0,08430","0,07424","0,01283","0,29319","0,07712"
YNL098C,RAS2,4909,hybrid,"3,3",323,"0,09534","0,08044","0,01422","0,23605","0,06196"
YNL099C,OCA1,4910,abrupt,"2,32",239,"0,05928","0,05461","0,00973","0,28268","0,09340"
YNL100W,AIM37,4911,abrupt,"2,26",235,"0,10394","0,08918","0,01808","0,25333","0,09728"
YNL101W,AVT4,4912,abrupt,"0,52",714,"0,03125","0,03036","0,00563","0,26663","0,08357"
YNL102W,POL1,4913,abrupt,"0,94",1469,"0,01942","0,01877","0,00318","0,25786","0,09317"
YNL103W,MET4,4914,smooth,"0,63",673,"0,04858","0,04377","0,00749","0,27822","0,06346"
YNL104C,LEU4,4915,smooth,"7,83",620,"0,11318","0,09022","0,01295","0,31834","0,05345"
YNL105W,RRT16,4916,hybrid,"0,08",143,"0,35614","0,25068","0,04852","0,33230","0,08736"
YNL106C,INP52,4917,abrupt,"0,22",1184,"0,02433","0,02263","0,00417","0,21706","0,09382"
YNL107W,YAF9,4918,smooth,"0,8",227,"0,13316","0,10430","0,01791","0,31553","0,06862"
YNL108C,,4919,smooth,"1,42",271,"0,12802","0,11040","0,01859","0,32748","0,07151"
YNL109W,,4920,hybrid,"0,16",182,"0,17091","0,12558","0,02723","0,25174","0,08124"
YNL110C,NOP15,4921,smooth,"4,16",221,"0,19161","0,14922","0,02425","0,32073","0,06601"
YNL111C,CYB5,4922,hybrid,"2,39",121,"0,24336","0,18473","0,02261","0,50443","0,09254"
YNL112W,DBP2,4923,smooth,"9,38",547,"0,17096","0,13662","0,01699","0,39683","0,06353"
YNL113W,RPC19,4924,smooth,"5,09",143,"0,12209","0,10970","0,02185","0,23825","0,07441"
YNL114C,,4925,hybrid,"0,69",124,"0,22588","0,15581","0,03461","0,26995","0,09008"
YNL115C,,4926,abrupt,"0,38",645,"0,11903","0,10461","0,01830","0,27212","0,07372"
YNL116W,DMA2,4927,abrupt,"0,29",523,"0,06198","0,05562","0,01055","0,27073","0,08354"
YNL117W,MLS1,4928,smooth,"0,12",555,"0,14038","0,12177","0,01897","0,32589","0,06244"
YNL118C,DCP2,4929,abrupt,"0,94",971,"0,08191","0,07305","0,01282","0,21930","0,06173"
YNL119W,NCS2,4930,smooth,"0,79",494,"0,07581","0,06302","0,01073","0,31052","0,08097"
YNL120C,,4931,hybrid,"0,1",162,"0,18591","0,14896","0,03041","0,27387","0,07788"
YNL121C,TOM70,4932,hybrid,"1,65",618,"0,16844","0,13366","0,01775","0,38882","0,07217"
YNL122C,,4933,smooth,"0,63",116,"0,27429","0,18792","0,03569","0,31083","0,07174"
YNL123W,NMA111,4934,smooth,"2,16",998,"0,07670","0,06741","0,01088","0,25830","0,04859"
YNL124W,NAF1,4935,abrupt,"1,88",493,"0,06607","0,06210","0,01140","0,22686","0,10343"
YNL125C,ESBP6,4936,hybrid,"1,12",674,"0,04921","0,04545","0,00839","0,23946","0,07114"
YNL126W,SPC98,4937,abrupt,"0,21",847,"0,03178","0,02929","0,00563","0,23617","0,07081"
YNL127W,FAR11,4938,abrupt,"0,22",954,"0,02925","0,02815","0,00503","0,24467","0,06507"
YNL128W,TEP1,4939,abrupt,"0,09",435,"0,04406","0,04142","0,00768","0,26295","0,08144"
YNL129W,NRK1,4940,smooth,1,241,"0,11338","0,09266","0,01694","0,27994","0,06726"
YNL130C,CPT1,4941,smooth,"2,65",394,"0,11711","0,09186","0,01550","0,27544","0,05379"
YNL131W,TOM22,4942,abrupt,"3,91",153,"0,14773","0,13118","0,01902","0,31343","0,09206"
YNL132W,KRE33,4943,abrupt,"1,45",1057,"0,08101","0,07465","0,01147","0,26229","0,08871"
YNL133C,FYV6,4944,smooth,"0,25",174,"0,12933","0,10988","0,01989","0,25517","0,06089"
YNL134C,,4945,abrupt,"5,89",377,"0,15076","0,12239","0,02005","0,30467","0,08305"
YNL135C,FPR1,4946,hybrid,"22,96",115,"0,25460","0,20018","0,02294","0,51512","0,08448"
YNL136W,EAF7,4947,smooth,"0,47",426,"0,04595","0,04207","0,00722","0,28290","0,06170"
YNL137C,NAM9,4948,abrupt,"1,21",487,"0,07082","0,06648","0,01160","0,23512","0,06960"
YNL138W,SRV2,4949,abrupt,"3,88",527,"0,12082","0,10365","0,01566","0,32518","0,08836"
YNL139C,THO2,4950,smooth,"0,3",1598,"0,05839","0,04929","0,00868","0,25221","0,06144"
YNL140C,,4951,hybrid,"0,56",190,"0,36501","0,20971","0,06989","0,21298","0,08428"
YNL141W,AAH1,4952,abrupt,"2,15",348,"0,13435","0,10431","0,01605","0,29957","0,08834"
YNL142W,MEP2,4953,smooth,"0,49",500,"0,13802","0,10901","0,01677","0,30941","0,06088"
YNL143C,,4954,smooth,"0,13",131,"0,22049","0,13597","0,02908","0,25287","0,07056"
YNL144C,,4955,smooth,"0,19",741,"0,07444","0,06776","0,01218","0,25208","0,05280"
YNL145W,MFA2,4956,hybrid,"47,97",39,"0,60337","0,33912","0,06006","0,43068","0,09453"
YNL146W,,4957,smooth,"0,18",101,"0,24040","0,16805","0,03473","0,22808","0,05536"
YNL147W,LSM7,4958,smooth,"1,52",116,"0,22536","0,15452","0,02370","0,35329","0,06630"
YNL148C,ALF1,4959,smooth,"0,26",255,"0,08550","0,07629","0,01496","0,27101","0,07018"
YNL149C,PGA2,4960,smooth,"3,04",130,"0,19019","0,14801","0,02176","0,37303","0,06798"
YNL150W,,4961,hybrid,"0,69",136,"0,11860","0,09374","0,02019","0,22705","0,07743"
YNL151C,RPC31,4962,hybrid,"2,49",252,"0,10043","0,08494","0,01271","0,35967","0,07903"
YNL152W,INN1,4963,abrupt,"0,22",410,"0,05822","0,05447","0,01007","0,27940","0,07970"
YNL153C,GIM3,4964,smooth,"3,24",130,"0,08970","0,07439","0,01553","0,26442","0,06943"
YNL154C,YCK2,4965,abrupt,"2,67",547,"0,06961","0,06239","0,01050","0,26700","0,09304"
YNL155W,,4966,smooth,"0,75",275,"0,05656","0,05204","0,00923","0,30322","0,06928"
YNL156C,NSG2,4967,hybrid,"3,21",300,"0,07316","0,06777","0,01188","0,25382","0,07778"
YNL157W,IGO1,4968,abrupt,"3,59",169,"0,10315","0,08643","0,01624","0,28888","0,09653"
YNL158W,PGA1,4969,abrupt,"0,54",199,"0,09546","0,07875","0,01551","0,28230","0,09617"
YNL159C,ASI2,4970,smooth,"0,42",290,"0,06419","0,05654","0,01097","0,23216","0,05902"
YNL160W,YGP1,4971,smooth,"5,09",355,"0,19943","0,16272","0,01962","0,40965","0,05400"
YNL161W,CBK1,4972,hybrid,"0,73",757,"0,05623","0,05195","0,00912","0,22027","0,05801"
YNL162W-A,,4973,smooth,"3,88",73,"0,11929","0,10028","0,01886","0,30598","0,07194"
YNL162W,RPL42A,4974,smooth,"37,27",107,#N/A,#N/A,#N/A,"0,66052","0,08256"
YNL163C,RIA1,4975,abrupt,"1,07",1111,"0,07791","0,06686","0,01179","0,22983","0,08806"
YNL164C,IBD2,4976,smooth,"0,77",352,"0,09646","0,08193","0,01522","0,25032","0,05579"
YNL165W,,4977,hybrid,"0,53",407,"0,03705","0,03534","0,00650","0,25995","0,07550"
YNL166C,BNI5,4978,hybrid,"0,88",449,"0,08316","0,07250","0,01291","0,26887","0,07703"
YNL167C,SKO1,4979,hybrid,"0,7",648,"0,04576","0,04260","0,00769","0,23799","0,05831"
YNL168C,FMP41,4980,abrupt,"1,39",260,"0,14391","0,12402","0,02031","0,35555","0,08429"
YNL169C,PSD1,4981,smooth,"1,2",501,"0,06633","0,06180","0,01129","0,22989","0,05168"
YNL170W,,4982,smooth,"0,25",132,"0,33679","0,19814","0,04055","0,29828","0,07564"
YNL171C,,4983,smooth,"0,12",123,"0,32794","0,20179","0,04076","0,29122","0,06984"
YNL172W,APC1,4984,abrupt,"0,71",1749,"0,01885","0,01896","0,00349","0,22632","0,07650"
YNL173C,MDG1,4985,hybrid,"0,29",367,"0,10342","0,08354","0,01483","0,29673","0,07432"
YNL174W,,4986,hybrid,"0,57",191,"0,19625","0,15149","0,03219","0,24719","0,08256"
YNL175C,NOP13,4987,smooth,"3,36",404,"0,12276","0,10214","0,01483","0,35081","0,06280"
YNL176C,TDA7,4988,abrupt,"0,42",637,"0,04232","0,03935","0,00823","0,21922","0,06641"
YNL177C,MRPL22,4989,smooth,"0,81",310,"0,06543","0,05863","0,01153","0,25977","0,06922"
YNL178W,RPS3,4990,#NV,"122,68",241,"0,23607","0,19546","0,01905","0,53365","0,10034"
YNL179C,,4991,smooth,"0,09",146,"0,14201","0,10472","0,02252","0,25346","0,06355"
YNL180C,RHO5,4992,smooth,"1,76",332,"0,04990","0,04475","0,00849","0,26408","0,06964"
YNL181W,,4993,abrupt,"0,83",408,"0,12115","0,09781","0,01617","0,27624","0,08550"
YNL182C,IPI3,4994,hybrid,"0,93",556,"0,08324","0,07443","0,01330","0,24968","0,06103"
YNL183C,NPR1,4995,smooth,"0,58",791,"0,04679","0,04268","0,00749","0,19979","0,03960"
YNL184C,,4996,smooth,"0,48",109,#N/A,#N/A,#N/A,"0,32463","0,08370"
YNL185C,MRPL19,4997,smooth,"0,62",159,"0,09162","0,07684","0,01414","0,32035","0,07045"
YNL186W,UBP10,4998,hybrid,"3,57",793,"0,03926","0,03669","0,00624","0,21042","0,04893"
YNL187W,SWT21,4999,hybrid,"0,24",358,"0,03373","0,03246","0,00651","0,25505","0,07874"
YNL188W,KAR1,5000,hybrid,"0,52",434,"0,07518","0,06761","0,01318","0,27188","0,08095"
YNL189W,SRP1,5001,abrupt,"2,49",543,"0,13059","0,10788","0,01607","0,30846","0,07489"
YNL190W,,5002,smooth,"9,29",205,"1,31815","0,51056","0,06502","0,52995","0,07201"
YNL191W,DUG3,5003,hybrid,"0,67",358,"0,09776","0,08794","0,01465","0,32647","0,08450"
YNL192W,CHS1,5004,abrupt,"1,64",1132,"0,04320","0,03975","0,00688","0,23908","0,08167"
YNL193W,,5005,abrupt,"0,39",559,"0,06067","0,05647","0,00991","0,25811","0,09672"
YNL194C,,5006,hybrid,"0,07",302,"0,09355","0,08302","0,01631","0,24809","0,07102"
YNL195C,,5007,smooth,"0,19",262,"0,07395","0,06839","0,01174","0,30787","0,06639"
YNL196C,SLZ1,5008,abrupt,"0,07",299,"0,04393","0,04182","0,00755","0,22235","0,07926"
YNL197C,WHI3,5009,hybrid,"0,48",662,"0,06170","0,05722","0,01032","0,25147","0,06686"
YNL198C,,5010,hybrid,"0,21",101,"0,25535","0,16407","0,03720","0,24082","0,08130"
YNL199C,GCR2,5011,smooth,"0,68",535,"0,04694","0,04469","0,00842","0,23513","0,05561"
YNL200C,,5012,abrupt,"0,53",247,"0,11760","0,09842","0,01821","0,28592","0,08646"
YNL201C,PSY2,5013,hybrid,"0,36",859,"0,03668","0,03460","0,00619","0,24213","0,07168"
YNL202W,SPS19,5014,smooth,"0,3",293,"0,10582","0,09549","0,01661","0,23796","0,05330"
YNL203C,,5015,abrupt,"0,13",204,"0,12389","0,10743","0,02345","0,21430","0,10299"
YNL204C,SPS18,5016,hybrid,"0,09",301,"0,11002","0,09676","0,01877","0,26721","0,07717"
YNL205C,,5017,hybrid,"0,08",141,"0,24725","0,17185","0,03623","0,26355","0,07221"
YNL206C,RTT106,5018,hybrid,"0,81",456,"0,07824","0,07087","0,01229","0,25218","0,06183"
YNL207W,RIO2,5019,hybrid,"1,58",426,"0,11019","0,09985","0,01772","0,26233","0,06856"
YNL208W,,5020,hybrid,"8,16",200,"0,19916","0,15852","0,02369","0,35939","0,07465"
YNL209W,SSB2,5021,smooth,"18,96",614,"0,15984","0,14086","0,01344","0,61233","0,06580"
YNL210W,MER1,5022,smooth,"0,13",271,"0,12923","0,10324","0,01948","0,27573","0,06791"
YNL211C,,5023,hybrid,"0,75",87,"0,41734","0,24568","0,05550","0,28901","0,08718"
YNL212W,VID27,5024,smooth,"1,07",783,"0,04416","0,04229","0,00709","0,24123","0,04644"
YNL213C,RRG9,5025,hybrid,"0,52",215,"0,05663","0,05221","0,00939","0,30479","0,08020"
YNL214W,PEX17,5026,smooth,"0,16",200,"0,13968","0,10179","0,01873","0,28648","0,07230"
YNL215W,IES2,5027,abrupt,"0,51",321,"0,09345","0,08254","0,01447","0,27724","0,09404"
YNL216W,RAP1,5028,abrupt,1,828,"0,04077","0,03875","0,00685","0,26582","0,08796"
YNL217W,,5029,hybrid,"1,22",327,"0,07287","0,06581","0,01124","0,29219","0,07981"
YNL218W,MGS1,5030,smooth,"0,1",588,"0,05081","0,04686","0,00857","0,24191","0,05281"
YNL219C,ALG9,5031,abrupt,"1,55",556,"0,13865","0,11439","0,01845","0,29162","0,08675"
YNL220W,ADE12,5032,hybrid,"2,88",434,"0,15867","0,13448","0,01812","0,40761","0,08016"
YNL221C,POP1,5033,abrupt,"1,55",876,"0,04836","0,04478","0,00800","0,27721","0,08293"
YNL222W,SSU72,5034,smooth,"0,64",207,"0,11118","0,09392","0,01565","0,31044","0,06761"
YNL223W,ATG4,5035,smooth,"0,26",495,"0,06183","0,05397","0,01015","0,27952","0,07065"
YNL224C,SQS1,5036,abrupt,"0,28",768,"0,04577","0,04215","0,00716","0,25036","0,06512"
YNL225C,CNM67,5037,abrupt,"0,5",582,"0,05550","0,05213","0,00898","0,27098","0,09115"
YNL226W,,5038,smooth,"0,08",137,"0,16461","0,10874","0,02555","0,20459","0,05297"
YNL227C,JJJ1,5039,abrupt,"0,31",591,"0,04714","0,04321","0,00727","0,26012","0,08160"
YNL228W,,5040,smooth,"0,1",259,"0,14582","0,10993","0,02160","0,28224","0,08006"
YNL229C,URE2,5041,hybrid,"1,91",355,"0,09910","0,08747","0,01529","0,27439","0,06891"
YNL230C,ELA1,5042,smooth,"0,09",380,"0,03278","0,03094","0,00531","0,28673","0,06455"
YNL231C,PDR16,5043,abrupt,"2,82",352,"0,11281","0,10126","0,01742","0,26889","0,09595"
YNL232W,CSL4,5044,hybrid,"3,76",293,"0,10882","0,09180","0,01676","0,24062","0,07477"
YNL233W,BNI4,5045,smooth,"0,37",893,"0,03861","0,03568","0,00636","0,21884","0,04492"
YNL234W,,5046,smooth,"0,43",427,"0,05932","0,05026","0,00915","0,26475","0,06753"
YNL235C,,5047,hybrid,"0,15",144,"0,28549","0,18301","0,04374","0,24326","0,08422"
YNL236W,SIN4,5048,abrupt,"0,74",975,"0,04632","0,04114","0,00741","0,25067","0,08374"
YNL237W,YTP1,5049,smooth,"0,2",460,"0,04248","0,04064","0,00775","0,22076","0,05533"
YNL238W,KEX2,5050,hybrid,"1,16",815,"0,05631","0,05171","0,00870","0,26176","0,05894"
YNL239W,LAP3,5051,abrupt,"2,25",455,"0,13511","0,11708","0,01722","0,34940","0,08273"
YNL240C,NAR1,5052,smooth,"1,3",492,"0,07922","0,07086","0,01559","0,22964","0,06746"
YNL241C,ZWF1,5053,hybrid,"2,01",506,"0,11278","0,09723","0,01691","0,28877","0,06818"
YNL242W,ATG2,5054,smooth,"0,23",1593,"0,04153","0,03871","0,00730","0,19351","0,04037"
YNL243W,SLA2,5055,hybrid,"2,38",969,"0,07660","0,06642","0,01275","0,22909","0,06306"
YNL244C,SUI1,5056,hybrid,"10,84",109,"0,14374","0,11778","0,01852","0,35976","0,08182"
YNL245C,CWC25,5057,smooth,"0,27",180,#N/A,#N/A,#N/A,"0,25813","0,06101"
YNL246W,VPS75,5058,abrupt,"0,86",265,"0,10162","0,08985","0,01561","0,29643","0,08224"
YNL247W,,5059,abrupt,"3,03",768,"0,11481","0,09926","0,01406","0,29897","0,09820"
YNL248C,RPA49,5060,hybrid,"3,59",416,"0,12700","0,10496","0,01611","0,29944","0,06246"
YNL249C,MPA43,5061,hybrid,"0,31",543,"0,11570","0,10004","0,01923","0,26328","0,06904"
YNL250W,RAD50,5062,abrupt,"0,18",1313,"0,04218","0,03993","0,00666","0,22653","0,05908"
YNL251C,NRD1,5063,abrupt,"0,78",576,#N/A,#N/A,#N/A,"0,26151","0,09356"
YNL252C,MRPL17,5064,hybrid,"0,89",282,"0,11058","0,09617","0,01838","0,25076","0,08013"
YNL253W,TEX1,5065,smooth,"0,33",423,"0,09065","0,07849","0,01375","0,29455","0,06739"
YNL254C,RTC4,5066,abrupt,"0,28",402,"0,08351","0,07357","0,01463","0,25213","0,08027"
YNL255C,GIS2,5067,abrupt,"6,19",154,"0,17816","0,14759","0,02339","0,30063","0,09838"
YNL256W,FOL1,5068,abrupt,"0,83",825,"0,05367","0,05110","0,00872","0,26091","0,07610"
YNL257C,SIP3,5069,smooth,"0,46",1230,"0,02107","0,02011","0,00373","0,24899","0,07399"
YNL258C,DSL1,5070,smooth,"0,63",755,"0,04686","0,04202","0,00738","0,26144","0,05897"
YNL259C,ATX1,5071,hybrid,"4,68",74,"0,96824","0,30131","0,07097","0,30757","0,07926"
YNL260C,,5072,hybrid,"0,13",199,"0,13098","0,11080","0,01961","0,30486","0,07676"
YNL261W,ORC5,5073,hybrid,"0,67",480,"0,06977","0,06433","0,01102","0,29731","0,07427"
YNL262W,POL2,5074,abrupt,"1,11",2223,"0,00524","0,00525","0,00091","0,22377","0,08899"
YNL263C,YIF1,5075,hybrid,"2,63",315,"0,11627","0,10202","0,01779","0,29173","0,07971"
YNL264C,PDR17,5076,smooth,"0,58",351,"0,08009","0,06672","0,01095","0,25404","0,04748"
YNL265C,IST1,5077,smooth,"0,4",299,"0,11892","0,10457","0,01926","0,28551","0,06896"
YNL266W,,5078,hybrid,"0,2",140,"0,26843","0,20255","0,03925","0,30115","0,08662"
YNL267W,PIK1,5079,hybrid,"0,5",1067,"0,02895","0,02827","0,00476","0,25648","0,06886"
YNL268W,LYP1,5080,hybrid,"5,28",612,"0,13526","0,10094","0,01596","0,27046","0,05868"
YNL269W,BSC4,5081,hybrid,"0,08",132,"0,20771","0,14793","0,03073","0,29341","0,08641"
YNL270C,ALP1,5082,abrupt,"0,1",574,"0,10845","0,09297","0,01742","0,26943","0,07270"
YNL271C,BNI1,5083,hybrid,"1,1",1954,"0,02889","0,02761","0,00501","0,22217","0,05258"
YNL272C,SEC2,5084,smooth,"0,58",760,"0,04518","0,04314","0,00755","0,28018","0,06390"
YNL273W,TOF1,5085,abrupt,"0,39",1239,"0,02244","0,02218","0,00384","0,26999","0,07581"
YNL274C,GOR1,5086,smooth,"0,9",351,"0,10350","0,09345","0,01612","0,26597","0,06165"
YNL275W,BOR1,5087,abrupt,"0,18",577,"0,05544","0,04976","0,00932","0,26052","0,07046"
YNL276C,,5088,smooth,"0,08",132,"0,23792","0,15497","0,03561","0,25079","0,07053"
YNL277W,MET2,5089,smooth,"0,43",487,"0,06769","0,05739","0,01045","0,26680","0,06413"
YNL278W,CAF120,5090,abrupt,"0,66",1061,"0,02978","0,02865","0,00518","0,24013","0,09723"
YNL279W,PRM1,5091,abrupt,"0,23",662,"0,01838","0,01804","0,00353","0,23539","0,09213"
YNL280C,ERG24,5092,hybrid,"2,08",439,#N/A,#N/A,#N/A,"0,25174","0,05594"
YNL281W,HCH1,5093,hybrid,"4,26",154,"0,15748","0,13582","0,02369","0,33105","0,08581"
YNL282W,POP3,5094,abrupt,"0,52",196,"0,11049","0,09101","0,02017","0,24379","0,08856"
YNL283C,WSC2,5095,hybrid,"2,41",504,"0,02981","0,02800","0,00523","0,25240","0,06817"
YNL284C,MRPL10,5096,abrupt,"1,64",323,"0,08796","0,07669","0,01316","0,22564","0,08757"
YNL285W,,5097,hybrid,"0,1",124,"0,21235","0,14933","0,03259","0,27071","0,09093"
YNL286W,CUS2,5098,smooth,"0,32",286,"0,22240","0,16954","0,03702","0,21505","0,05244"
YNL287W,SEC21,5099,hybrid,"2,48",936,"0,07865","0,07245","0,01103","0,29709","0,06139"
YNL288W,CAF40,5100,hybrid,"1,36",374,"0,08029","0,07339","0,01338","0,24187","0,07428"
YNL289W,PCL1,5101,smooth,"0,93",280,#N/A,#N/A,#N/A,"0,24235","0,07336"
YNL290W,RFC3,5102,hybrid,"0,64",341,"0,09284","0,07462","0,01471","0,25212","0,07877"
YNL291C,MID1,5103,abrupt,"0,63",549,"0,04663","0,04245","0,00734","0,23083","0,10186"
YNL292W,PUS4,5104,hybrid,"0,93",404,#N/A,#N/A,#N/A,"0,28737","0,07685"
YNL293W,MSB3,5105,#NV,"0,3",634,"0,04968","0,04379","0,00797","0,25260","0,09042"
YNL294C,RIM21,5106,abrupt,"0,69",534,"0,02055","0,02004","0,00378","0,21422","0,07672"
YNL295W,,5107,smooth,"0,16",525,"0,04797","0,04119","0,00783","0,22058","0,05022"
YNL296W,,5108,smooth,"0,11",105,"0,52160","0,21918","0,06622","0,23520","0,07781"
YNL297C,MON2,5109,abrupt,"0,46",1637,"0,03609","0,03435","0,00633","0,21617","0,09082"
