ORF	Length	RPF	mRNA	TE	IP	FEcap	uATG	utr
YNL056W	197	42.49	77.7	0.546846846846847	0.000663847553980771	-5.2	1	44
YNL059C	755	45.76	80.11	0.571214579952565	0.000798604590462569	-12.3	0	35
YNL061W	618	155.53	159.51	0.97504858629553	0.00155000416475707	NA	NA	NA
YNL062C	478	74.17	82.27	0.901543697581135	0.00117643291778555	-7.2	0	44
YNL063W	314	9.43	26.8	0.351865671641791	0.000385039702106864	NA	NA	NA
YNL064C	409	1152.51	727.52	1.5841626347042	0.00311001415762709	-2.42	0	194
YNL065W	586	12.18	20.91	0.582496413199426	0.000761698954488318	NA	NA	NA
YNL066W	420	391.72	451.84	0.866944050991502	0.00150185328760124	-1.6	5	554
YNL068C	862	20.05	35.97	0.557408951904365	0.000698342196401707	NA	NA	NA
YNL069C	198	6241.33	4611.32	1.35348013150248	0.00374856329097217	-7.4	0	16
YNL070W	60	521.67	221.47	2.35548832799025	0.00447181426177257	-3.7	0	54
YNL071W	482	610.85	488.17	1.25130589753569	0.00192843951025993	NA	NA	NA
YNL072W	307	31.23	36.87	0.847030105777055	0.000909257752034511	-7.5	0	27
YNL073W	576	14.18	49.22	0.288094270621699	0.000325845615484558	NA	NA	NA
YNL074C	452	55.3	51.83	1.06694964306386	0.00120685327294307	-10	0	47
YNL075W	290	109.14	83.33	1.30973238929557	0.00181303027736862	-6.3	0	78
YNL076W	584	17.9	32.95	0.543247344461305	0.000630640287575014	-10.5	1	236
YNL077W	528	15.95	25.35	0.629191321499014	0.000794883034013958	NA	NA	NA
YNL078W	407	37.62	67.96	0.553560918187169	0.000554312534949615	-12.6	0	10
YNL079C	199	1294.77	617.29	2.09750684443292	0.00333782989451531	-2.4	0	41
YNL080C	366	21.42	66.16	0.323760580411125	0.000347944243938495	-9.5	0	173
YNL081C	143	140.09	102.56	1.36593213728549	0.00170040212810455	-8.2	0	35
YNL082W	873	15.45	22.66	0.681818181818182	0.000858090107766505	NA	NA	NA
YNL083W	494	9.73	20.32	0.478838582677165	0.000570413289437339	-14.4	1	11
YNL084C	349	131.81	119.02	1.10746093093598	0.00154128690720556	-12.2	0	55
YNL085W	830	127.5	250.11	0.509775698692575	0.000756587332724248	NA	NA	NA
YNL086W	102	31.63	21.71	1.45693228926762	0.00142952944169891	NA	NA	NA
YNL087W	1178	59.28	117.31	0.505327764043986	0.000692555018412259	-11.4	0	146
YNL088W	1428	58.13	105.19	0.552619070253826	0.000795336411073687	NA	NA	NA
YNL090W	192	68.84	83.05	0.828898254063817	0.00106393805481206	-12.1	0	146
YNL091W	1240	28.28	66.08	0.427966101694915	0.000526599454957806	NA	NA	NA
YNL092W	400	4.18	5.54	0.754512635379061	0.00089643561832978	NA	NA	NA
YNL094W	587	8.25	46.28	0.178262748487468	0.000237873089146318	-7.7	1	274
YNL095C	642	12.46	25.6	0.48671875	0.000609413962412449	NA	NA	NA
YNL097C	330	22.17	29.38	0.754594962559564	0.00096967464783387	-6.3	0	78
YNL099C	238	60.08	84.37	0.71210145786417	0.000916545711919858	NA	NA	NA
YNL100W	234	50.39	51.74	0.973908001546193	0.00110398416126409	-5.7	0	51
YNL101W	713	15.76	49.42	0.318899231080534	0.000381762471297135	NA	NA	NA
YNL102W	1468	37.76	68.02	0.55513084386945	0.000738320772017762	NA	NA	NA
YNL103W	672	27.08	48.26	0.561127227517613	0.000718549110197912	NA	NA	NA
YNL104C	619	284.85	331.47	0.859353787673093	0.00144940521650935	NA	NA	NA
YNL106C	1183	10.2	22.84	0.446584938704028	0.000536039258841678	NA	NA	NA
YNL107W	226	30.82	30.49	1.01082322072811	0.00133819749972032	NA	NA	NA
YNL108C	270	103.28	85.31	1.21064353534169	0.00166289143221634	NA	NA	NA
YNL110C	220	273.86	166.21	1.64767462848204	0.00241168325471517	-1.2	0	39
YNL111C	120	352.3	172.25	2.04528301886792	0.00397569288563763	-1.2	0	32
YNL112W	546	337.78	254.01	1.32979016574151	0.00275830094940285	-5.9	0	31
YNL113W	142	295.3	188.2	1.56907545164718	0.00194275531512565	-6.4	0	49
YNL115C	644	28.84	33.09	0.871562405560592	0.00115611474540594	NA	NA	NA
YNL116W	522	30.43	33.56	0.90673420738975	0.00104642161805113	NA	NA	NA
YNL118C	970	58.87	86.2	0.682946635730858	0.000873748346512042	-10.3	0	64
YNL119W	493	19.73	37.73	0.522926053538298	0.000703566117933178	NA	NA	NA
YNL121C	617	233.86	244.48	0.956560863874346	0.00178411160892541	-11.3	0	49
YNL122C	115	91.5	44.08	2.07577132486388	0.00268465114209006	NA	NA	NA
YNL123W	997	75.99	100.9	0.753121902874133	0.00108206834587992	-7.7	0	22
YNL124W	492	26.84	26.41	1.01628171147293	0.00127066317719624	NA	NA	NA
YNL125C	673	8.09	23.47	0.344695355773328	0.000429866402948574	NA	NA	NA
YNL126W	846	10.16	29.84	0.340482573726542	0.000393590952395323	NA	NA	NA
YNL127W	953	11.84	31.71	0.373383790602334	0.000461620357081749	NA	NA	NA
YNL129W	240	47.3	51.27	0.922566803198752	0.00117070486111401	NA	NA	NA
YNL130C	393	105.63	153.78	0.686890362856028	0.000956929472360457	-10.1	1	43
YNL131W	152	583.84	371.06	1.57343825796367	0.00272739713389622	-2.2	0	48
YNL132W	1056	105.01	144.71	0.72565821297768	0.00111488399727887	NA	NA	NA
YNL133C	173	24.01	21.34	1.12511715089035	0.00136383059268995	NA	NA	NA
YNL134C	376	154.1	100.39	1.53501344755454	0.00229404749295054	NA	NA	NA
YNL135C	114	2023.8	1213.98	1.66707853506648	0.00384158523348535	-4.9	0	18
YNL136W	425	16.91	19.45	0.869408740359897	0.00113979417887775	-7.6	1	10
YNL137C	486	52.67	64.1	0.821684867394696	0.001091922958191	NA	NA	NA
YNL138W	526	299.66	259.74	1.15369215369215	0.00180725427665135	-12.1	0	32
YNL138WA	85	81.1	44	1.84318181818182	0.00197168091948379	NA	NA	NA
YNL139C	1597	27.19	62.56	0.434622762148338	0.000557818230411906	-9.3	0	97
YNL141W	347	102.81	98.29	1.04598636687354	0.00162302110540748	NA	NA	NA
YNL142W	499	2.36	10.06	0.234592445328032	0.000369231751210182	NA	NA	NA
YNL144C	740	1.81	5.99	0.302170283806344	0.000376530874965515	NA	NA	NA
YNL145W	38	1781.4	643.68	2.76752423564504	0.00449422191715466	NA	NA	NA
YNL147W	115	272.8	150.21	1.81612409293656	0.00284621966816481	NA	NA	NA
YNL148C	254	19.79	22.28	0.888240574506284	0.0010146552779206	-11.9	1	12
YNL149C	129	355.04	313.22	1.13351637826448	0.00185323484034206	-8.7	1	34
YNL151C	251	95.82	71.76	1.33528428093645	0.00207957810021056	NA	NA	NA
YNL152W	409	21.92	32.25	0.67968992248062	0.000830299519333451	-13.7	0	22
YNL153C	129	191.11	147.26	1.29777264701888	0.00138461820359261	-9	0	23
YNL154C	546	135.76	155.13	0.87513698188616	0.00120951054047932	NA	NA	NA
YNL155W	274	94.4	105.08	0.898363151884279	0.00112842209037132	NA	NA	NA
YNL156C	299	46.24	64.19	0.720361427013554	0.00093421848938477	NA	NA	NA
YNL158W	198	39.46	41.76	0.94492337164751	0.001083273873567	-7.8	0	5
YNL159C	289	33.36	41.38	0.806186563557274	0.000930893446205574	-13.2	0	22
YNL160W	354	167.25	88.7	1.88556933483653	0.00376608983425041	-1.3	0	56
YNL161W	756	41.08	57.74	0.711465188777277	0.000919916419426054	NA	NA	NA
YNL162WA	72	43.82	36.91	1.18721213763208	0.0014675512646755	NA	NA	NA
YNL163C	1110	40.57	57.51	0.705442531733612	0.000917083952261488	NA	NA	NA
YNL164C	351	25.9	27.34	0.947329919531821	0.00115693601659294	NA	NA	NA
YNL165W	406	12.06	21.33	0.565400843881857	0.000682713582915619	NA	NA	NA
YNL166C	448	74.23	56.36	1.31706884315117	0.00167942666501739	-8.2	0	11
YNL167C	647	16.17	27.92	0.579154727793696	0.00070118488346361	-8.8	0	345
YNL168C	259	100.84	101.85	0.990083456062838	0.00142989227772989	-5.6	0	57
YNL169C	500	34.84	62.01	0.561844863731656	0.000701194193311488	-13	0	108
YNL172W	1748	5.3	21.51	0.246397024639702	0.000293179467747836	NA	NA	NA
YNL173C	366	61.21	55.8	1.09695340501792	0.00136554641698198	NA	NA	NA
YNL175C	403	193.01	154.61	1.24836685854731	0.00203931338566985	-9.8	0	24
YNL176C	636	16.21	32.35	0.501081916537867	0.000502233297083929	-2.5	0	190
YNL177C	309	78.42	73.74	1.06346623270952	0.00120546648750281	-4.6	0	50
YNL178W	240	7794.45	6089.15	1.28005550856852	0.00375789918789711	-6.7	0	19
YNL180C	331	50.34	80.74	0.623482784245727	0.00072274504474776	NA	NA	NA
YNL181W	407	59.7	58.04	1.02860096485183	0.0014365431222166	-6.3	0	70
YNL182C	555	48.34	69.17	0.698857886366922	0.000905133882531356	-6.6	0	14
YNL183C	790	21.3	32.21	0.661285315119528	0.000826308650333236	NA	NA	NA
YNL185C	158	90.21	86.59	1.04180621318859	0.00126184400141316	-8.9	0	80
YNL186W	792	37.74	77.86	0.48471615720524	0.000640718837637567	NA	NA	NA
YNL188W	433	10.03	32.28	0.310718711276332	0.00035661785430708	NA	NA	NA
YNL189W	542	315.36	258.79	1.2185942269794	0.00200271166619225	-5.8	0	193
YNL191W	357	34.14	45.63	0.74819197896121	0.00103716163529142	-4.1	1	63
YNL192W	1131	48.35	86.59	0.558378565654233	0.000729622560539517	-11.7	0	162
YNL193W	558	19.95	36.16	0.551714601769911	0.000719144968404522	NA	NA	NA
YNL197C	661	46.66	53.98	0.864394220081512	0.00104425880945915	NA	NA	NA
YNL199C	534	32.43	50.41	0.643324737155326	0.000740309519227297	-9.1	1	120
YNL200C	246	27	23.81	1.13397732045359	0.00140019667336635	-5	0	101
YNL201C	858	28.51	55.98	0.50928903179707	0.000646031937282174	NA	NA	NA
YNL202W	292	7.74	7.42	1.04312668463612	0.00143400696188173	-12.3	2	19
YNL206C	455	28.28	57.87	0.488681527561776	0.000647141791900848	-9.8	0	8
YNL207W	425	84.73	71.33	1.18785924575915	0.00158257570170378	-5.4	0	109
YNL208W	199	816.79	488.2	1.6730643179025	0.0027157524498458	-5.8	0	12
YNL211C	86	13.49	28.61	0.471513456833275	0.000572732054547577	-10.3	1	66
YNL212W	782	57.26	70.8	0.808757062146893	0.00110259841823319	NA	NA	NA
YNL213C	214	13.41	38.41	0.349127831293934	0.000441820233415513	-10.2	0	103
YNL214W	199	21.94	24.48	0.89624183006536	0.00111704485271375	NA	NA	NA
YNL215W	320	62.5	25.07	2.49301954527323	0.00313389811341858	NA	NA	NA
YNL216W	827	91.78	84.74	1.08307764928015	0.00136579688108721	NA	NA	NA
YNL217W	326	64.41	121.53	0.529992594421131	0.000711059159722748	-10	0	28
YNL218W	587	13.16	22.72	0.579225352112676	0.000694897198252144	-7.8	0	10
YNL219C	555	51.95	95.24	0.545464090718186	0.000784971159843651	-4.5	0	73
YNL220W	433	394.68	327.34	1.20571882446386	0.00226190720158566	-12.4	0	92
YNL221C	875	24.86	61.31	0.405480345783722	0.000506539274245818	-9.5	0	83
YNL222W	206	53.03	43.48	1.21964121435143	0.00169743367886455	-7.8	0	38
YNL223W	494	7.37	13.45	0.547955390334573	0.000643689169916648	-9.6	0	5
YNL224C	767	30.1	36.06	0.834719911259013	0.00109382214214768	-11.4	0	93
YNL225C	581	15.43	26.6	0.580075187969925	0.000777776778358146	NA	NA	NA
YNL227C	590	20.23	30.95	0.653634894991923	0.000882111889109012	NA	NA	NA
YNL229C	354	83.66	60.75	1.37711934156379	0.00179822276686089	NA	NA	NA
YNL230C	379	6.34	17.79	0.356379988757729	0.000468286899855676	NA	NA	NA
YNL231C	351	234.06	175.13	1.33649289099526	0.00182320880738566	NA	NA	NA
YNL232W	292	84.85	80.23	1.05758444472143	0.00136015563616976	NA	NA	NA
YNL233W	892	23.4	33.55	0.697466467958271	0.000867028597222038	NA	NA	NA
YNL234W	426	4.78	11.9	0.401680672268908	0.000492297593278225	-13	0	63
YNL236W	974	18.03	45.68	0.394702276707531	0.000488966293542849	-17.7	0	34
YNL237W	459	6.75	7.61	0.886990801576872	0.0010550436935051	NA	NA	NA
YNL238W	814	33.96	67.29	0.504681230494873	0.000681676411840431	NA	NA	NA
YNL239W	454	115.27	130.95	0.880259641084383	0.0014678000428115	-11.8	1	151
YNL240C	491	22.93	40.8	0.562009803921569	0.000552166772785277	-9.8	0	13
YNL241C	505	278.63	319.17	0.872983049785381	0.00115758661560669	-4.9	0	60
YNL242W	1592	8.15	18.21	0.447556287753981	0.000524798840649817	NA	NA	NA
YNL243W	968	110.02	150.09	0.733026850556333	0.00085430543575181	NA	NA	NA
YNL244C	108	1168.21	869.92	1.34289359941144	0.00209264950995366	-5.5	0	34
YNL245C	179	27.91	26.39	1.05759757483895	0.00124684828353466	-11.6	0	20
YNL246W	264	65.67	66.93	0.981174361272972	0.00125962565485001	-10.6	0	5
YNL247W	767	205.18	231.25	0.887264864864865	0.00152778869813877	NA	NA	NA
YNL248C	415	167.44	152.27	1.09962566493728	0.00166306844497083	NA	NA	NA
YNL249C	542	6.26	13.17	0.475322703113136	0.00056977271592891	-11.9	0	23
YNL250W	1312	8.59	25.58	0.33580922595778	0.000458414405067007	NA	NA	NA
YNL251C	575	84.79	79.51	1.0664067412904	0.0012995733379836	-4.3	0	273
YNL252C	281	55.24	53.94	1.02410085279941	0.00121534474763569	-9.9	0	21
YNL253W	422	23.05	29.16	0.790466392318244	0.00101890541937471	-9.2	0	33
YNL254C	401	9.65	20.99	0.459742734635541	0.000523676512185987	NA	NA	NA
YNL255C	153	996.04	558.09	1.78473006145962	0.00284001220647219	NA	NA	NA
YNL256W	824	29.31	56.44	0.519312544294826	0.000697386429069525	NA	NA	NA
YNL257C	1229	9.29	41.41	0.224341946389761	0.00026652011838126	-9.5	1	57
YNL258C	754	26.29	49.22	0.534132466477042	0.00068482266358334	-8.7	0	9
YNL259C	73	221.53	170.57	1.29876297121416	0.00180435632765444	-8.5	0	30
YNL260C	198	49.87	38.03	1.31133315803313	0.00173268375602004	NA	NA	NA
YNL261W	479	17.41	38.22	0.455520669806384	0.000601811739767914	NA	NA	NA
YNL262W	2222	21.68	55.51	0.390560259412718	0.000507073060159922	-8.6	0	14
YNL263C	314	136.08	112.85	1.20584847142224	0.00161667032734793	NA	NA	NA
YNL264C	350	51.59	62.01	0.831962586679568	0.00118824403094744	NA	NA	NA
YNL265C	298	57.09	42.61	1.33982633184698	0.00169015924456743	-5.8	0	22
YNL267W	1066	22.52	50.88	0.442610062893082	0.000585369104043666	-8.9	0	100
YNL268W	611	138.5	135.08	1.02531832987859	0.00153734498154975	NA	NA	NA
YNL271C	1953	16.75	71.37	0.234692447807202	0.00029000078325664	NA	NA	NA
YNL272C	759	22.82	65.04	0.350861008610086	0.000443777183124982	-8.6	0	97
YNL273W	1238	11.19	29.1	0.384536082474227	0.000496116776933562	-11.9	0	50
YNL274C	350	35.71	28.4	1.25739436619718	0.00170473249672312	NA	NA	NA
YNL275W	576	9.66	23.75	0.406736842105263	0.000482939993795456	-14.1	0	18
YNL277W	486	21.38	23.59	0.90631623569309	0.00111304095198205	-4.6	0	111
YNL278W	1060	14.43	25.26	0.57125890736342	0.000704748607545648	NA	NA	NA
YNL279W	661	2.21	4.69	0.471215351812367	0.000524899602230976	NA	NA	NA
YNL280C	438	104.58	145.29	0.719801775758827	0.00101652323595628	-6.7	0	62
YNL281W	153	391.12	386.97	1.0107243455565	0.00138306334102464	NA	NA	NA
YNL282W	195	23.76	29.02	0.818745692625775	0.000820351953525736	-6.5	0	25
YNL283C	503	22.98	64.87	0.35424695544936	0.000409098794257941	-7.4	0	352
YNL284C	322	65.35	73.67	0.887063933758653	0.00119553960725808	NA	NA	NA
YNL286W	285	20.6	30.05	0.685524126455907	0.000776997392664935	-7.4	0	84
YNL287W	935	183.51	261.76	0.701062041564792	0.00107265377463772	-7.9	0	190
YNL288W	373	44.09	50.01	0.881623675264947	0.00112941342153075	-12.4	0	142
YNL289W	279	59.8	61.21	0.976964548276425	0.000990751124987606	-3.3	0	82
YNL290W	340	71.65	77.01	0.930398649526036	0.00104720037287232	-9.4	0	9
YNL291C	548	20.36	50.47	0.403407965127799	0.000520039169664855	NA	NA	NA
YNL292W	403	68.02	54.71	1.24328276366295	0.00154779500051597	-11.1	0	10
YNL293W	633	12.61	20.6	0.612135922330097	0.00074548234624633	-8.8	0	65
YNL294C	533	6.8	33.61	0.202320737875632	0.000236203504130332	NA	NA	NA
YNL295W	524	11.99	25.27	0.474475662841314	0.000552869216012933	NA	NA	NA
YNL297C	1636	22.24	60.11	0.369988354683081	0.000446751123222355	-8.3	0	48
YNL298W	842	20.91	37.17	0.562550443906376	0.000700210203453427	-3.1	0	143
YNL299W	642	16	25.99	0.615621392843401	0.000778553776278047	NA	NA	NA
YNL300W	102	323.51	121.59	2.66066288346081	0.00496177422907236	-2	0	93
YNL304W	417	16.1	23.13	0.696065715520969	0.000809780940001457	NA	NA	NA
YNL305C	297	56.59	47.39	1.19413378349863	0.00116821970062472	-5.5	0	32
YNL306W	217	133.97	146.51	0.914408572793666	0.00111127961326377	NA	NA	NA
YNL307C	375	148.9	174.29	0.854323254346205	0.00101083595546717	-11.2	0	145
YNL308C	591	125.62	93.77	1.33966087234723	0.00200842072488979	-2.7	0	38
YNL309W	420	22.06	22.85	0.965426695842451	0.00107008195716901	-9.2	0	66
YNL310C	174	82.29	64.49	1.27601178477283	0.00169955436833963	-8.1	0	33
YNL311C	763	8.42	18.77	0.448588172615876	0.000567862006046092	NA	NA	NA
YNL312W	273	144.27	96.09	1.50140493287543	0.00209663682421642	-12.8	0	40
YNL313C	904	50.46	79.1	0.637926675094817	0.00080915357400648	-10.6	0	32
YNL314W	255	9.12	21.42	0.425770308123249	0.000446086091742635	NA	NA	NA
YNL315C	318	53.58	65.62	0.816519353855532	0.00102720566071761	-10.5	0	22
YNL316C	334	25.68	26.38	0.973464746019712	0.0012803989302405	NA	NA	NA
YNL317W	465	21.78	30.38	0.716919025674786	0.000894115074038666	-4.5	0	1
YNL320W	284	37.35	41.24	0.905674102812803	0.00107358772860103	-7.9	0	90
YNL321W	908	23.17	47.1	0.491932059447983	0.000580001599361569	-14.6	0	31
YNL322C	313	201.43	202.84	0.99304870834155	0.00115957698943118	-5.4	0	19
YNL323W	414	83.52	91.89	0.908912830558276	0.00122391767300691	-11.1	0	45
YNL325C	879	8.6	18.31	0.469688694702348	0.000635169188602531	-16.6	0	10
YNL326C	336	15.29	31.93	0.478860006263702	0.000557811608449888	-14.2	0	33
YNL327W	1041	223.14	249.48	0.894420394420394	0.00111049079514825	NA	NA	NA
YNL328C	146	11.85	21.57	0.549374130737135	0.000697798116763816	NA	NA	NA
YNL329C	1030	7.65	36.08	0.212028824833703	0.000252597917949113	NA	NA	NA
YNL330C	433	59.69	80.59	0.740662613227448	0.00102611755611305	-12.2	0	27
YNR001C	479	156.28	165.42	0.944746705356063	0.001496754175852	-9.5	1	152
YNR003C	317	74.13	66.76	1.11039544637507	0.00147914727036793	-6.5	0	30
YNR004W	146	9.41	14.16	0.66454802259887	0.00102768296462475	NA	NA	NA
YNR006W	622	34.05	34.42	0.989250435793143	0.00114911027583954	-5.6	0	22
YNR007C	310	19.94	13.49	1.47813194959229	0.00188695396125305	NA	NA	NA
YNR008W	661	50.25	45.42	1.10634081902246	0.00141139245166647	-9.7	0	32
YNR009W	249	49.31	35.58	1.38589094997189	0.00153655558788461	-14.9	0	55
YNR010W	149	37.79	29.07	1.2999656002752	0.00139917916299188	-4.4	0	25
YNR011C	876	16.52	31.69	0.521300094667087	0.000644150317204605	-8.4	0	19
YNR012W	501	30.84	41.16	0.749271137026239	0.00109553151325702	-3.4	1	93
YNR013C	894	49.17	71.79	0.684914333472628	0.000863791702803018	NA	NA	NA
YNR014W	212	12.99	6.96	1.86637931034483	0.00200567685468175	-10	0	13
YNR015W	384	38.89	54.21	0.717395314517617	0.000883843932150187	NA	NA	NA
YNR016C	2233	406.36	670.3	0.606236013725198	0.00113318808660122	-6.9	1	596
YNR017W	222	182.11	177.13	1.02811494382657	0.00121424300585658	-6.9	0	253
YNR018W	224	209.01	173.79	1.20265838080442	0.00150943506814293	-5.5	0	51
YNR019W	642	66.4	63.55	1.04484657749803	0.00153559051342748	-3.6	0	43
YNR020C	270	26.44	19.32	1.36853002070393	0.00158914952919197	NA	NA	NA
YNR021W	404	218.7	256.67	0.852066856274594	0.00136547769677797	-6.8	0	28
YNR022C	139	93.6	94.18	0.993841579953281	0.00130492292550281	-12.1	0	26
YNR023W	566	18.93	23.13	0.818417639429313	0.00101371187926649	-7	0	41
YNR024W	186	39.92	31.75	1.25732283464567	0.00167757360830976	-10	0	17
YNR026C	471	56.39	50.89	1.10807624287679	0.0014817723950477	-9.1	0	29
YNR027W	317	20.56	32.6	0.630674846625767	0.000710814860127537	-14.5	0	16
YNR028W	308	52.61	62.64	0.839878671775223	0.000951486885718147	NA	NA	NA
YNR029C	429	33.81	36.94	0.915268002165674	0.00128198280672198	NA	NA	NA
YNR030W	551	57.34	84.23	0.680755075388816	0.000981157468628828	NA	NA	NA
YNR031C	1579	11.26	46.72	0.241010273972603	0.000313761421574914	NA	NA	NA
YNR032CA	73	114.76	105.17	1.09118569934392	0.00136968974954107	NA	NA	NA
YNR032W	368	20.78	38.25	0.543267973856209	0.000659608831006472	NA	NA	NA
YNR033W	787	30.01	55.09	0.544744962788165	0.000647763558202958	-9.5	0	7
YNR034W	321	42.69	25.91	1.64762639907372	0.00203387478451553	-5.9	1	113
YNR034WA	98	16.99	8.54	1.98946135831382	0.00293744711336562	NA	NA	NA
YNR035C	342	232.68	202.9	1.14677180877279	0.0016313033612056	-2.7	0	9
YNR036C	153	216.01	217.77	0.991918078706893	0.00100478922431264	-17.1	0	16
YNR037C	91	132.5	130.88	1.01237775061125	0.00106266828530086	NA	NA	NA
YNR038W	629	44.96	69.09	0.650745404544797	0.000866421607763327	-8.4	0	5
YNR039C	605	15.87	29.04	0.546487603305785	0.000644764408551922	NA	NA	NA
YNR040W	256	28.02	33.45	0.837668161434977	0.000972501795570047	NA	NA	NA
YNR041C	372	34.59	39.16	0.883299284984678	0.00101182650132665	-10.7	0	47
YNR043W	396	291.46	235.51	1.23756952995627	0.00182056174618525	-4.5	0	14
YNR044W	725	41.14	31.7	1.29779179810726	0.00150485749489374	NA	NA	NA
YNR045W	489	8.19	17.61	0.465076660988075	0.000522210218047754	NA	NA	NA
YNR046W	135	242.27	135.25	1.79127541589649	0.00212390860455194	NA	NA	NA
YNR047W	893	21.87	55.28	0.395622286541245	0.000484303264573422	-12	0	60
YNR048W	393	13.12	18.53	0.708041014570966	0.000848934232503561	-6.5	0	28
YNR049C	210	41.62	36.09	1.15322804100859	0.00129383564769221	-3.5	0	31
YNR050C	446	175.54	152.39	1.15191285517422	0.00230674841190077	-8.9	0	40
YNR051C	515	61.62	120.51	0.511326860841424	0.000744443871596768	NA	NA	NA
YNR052C	433	61.83	62.51	0.989121740521517	0.00101306645665027	-3.7	0	58
YNR053C	486	135.06	156.46	0.863223827176275	0.00124568365893488	-7	0	55
YNR054C	316	84.62	51.4	1.64630350194553	0.00228808229341049	NA	NA	NA
YNR055C	586	26.05	60.55	0.430222956234517	0.000595378562101923	-3.8	1	458
YNR057C	237	4.26	10.8	0.394444444444444	0.000469324718129889	NA	NA	NA
YNR059W	580	2.48	14	0.177142857142857	0.000211225586405178	NA	NA	NA
YNR060W	719	3.54	5.48	0.645985401459854	0.000835631288034792	NA	NA	NA
YNR061C	219	101.98	103.82	0.982277017915623	0.00123657173225511	-7.6	0	69
YNR063W	607	6.38	12.08	0.528145695364238	0.000606699272219223	-11.2	0	17
YNR066C	436	3.14	12.19	0.257588187038556	0.000328112191589799	NA	NA	NA
YNR067C	1117	145.93	190.82	0.764752122419034	0.000992896186347184	NA	NA	NA
YNR074C	378	28.85	43.1	0.669373549883991	0.000840744309666156	NA	NA	NA
YNR075W	374	7.78	20.66	0.376573088092933	0.000422313446067202	NA	NA	NA
YOL001W	293	5.77	23.18	0.248921484037964	0.000302861652488747	NA	NA	NA
YOL002C	317	54.76	66.6	0.822222222222222	0.000974988757266973	-10.8	0	8
YOL003C	378	21.05	35.67	0.590131763386599	0.000697847559768156	-12.9	0	16
YOL004W	1536	69.46	133.77	0.519249458024968	0.000628513817749096	NA	NA	NA
YOL005C	120	278.06	136.98	2.02993137684334	0.0024824546373242	-8.4	0	38
YOL006C	769	55.51	70.65	0.785704175513093	0.0011854047758973	-8.97	0	39
YOL007C	341	60.91	57.87	1.05253153620183	0.00130365010945982	NA	NA	NA
YOL008W	207	35.37	35.9	0.985236768802228	0.00116442095799119	NA	NA	NA
YOL009C	271	8.7	13.26	0.656108597285068	0.000719731409063947	NA	NA	NA
YOL010W	367	70.35	64.1	1.09750390015601	0.00149775088012701	-9	0	56
YOL011W	686	7.37	39.39	0.187103325717187	0.000251600128911428	-5.1	0	51
YOL012C	134	301.95	222.2	1.35891089108911	0.00192094439598539	-9	0	85
YOL013C	551	17.11	36.44	0.46953896816685	0.000537297722935633	NA	NA	NA
YOL016C	447	44.24	47.01	0.941076366730483	0.0013022708855184	-7.8	0	26
YOL017W	714	12.39	17.51	0.707595659623072	0.000859550201138166	NA	NA	NA
YOL018C	397	36.1	30.99	1.1648919006131	0.0014192204992076	NA	NA	NA
YOL019W	551	37.28	51.45	0.724586977648202	0.000921092571466574	NA	NA	NA
YOL020W	592	40.25	94.69	0.425071285246594	0.000552073192437609	NA	NA	NA
YOL021C	1001	68.9	91.35	0.75424192665572	0.00100716922135192	-11.6	0	9
YOL022C	408	82.72	84.56	0.978240302743614	0.00136127234008743	NA	NA	NA
YOL023W	676	6.3	17.55	0.358974358974359	0.000478308913080675	-11.2	0	9
YOL025W	660	9.82	19.16	0.512526096033403	0.000614921811716552	NA	NA	NA
YOL026C	113	132.39	118.46	1.11759243626541	0.00103843469274023	-12.4	0	12
YOL027C	573	94	113.2	0.830388692579505	0.00111141447363421	-12.8	0	4
YOL028C	245	34.33	45.6	0.752850877192982	0.000994457344987861	-9	1	218
YOL030W	484	238.23	199.2	1.19593373493976	0.00184992324184584	-10.4	0	63
YOL031C	421	37.77	47.81	0.790002091612633	0.000984663551770495	-12.4	0	76
YOL032W	246	41.96	25.41	1.65131837859111	0.0018727112729339	NA	NA	NA
YOL033W	536	9.22	21.21	0.434700612918435	0.000520769925893013	NA	NA	NA
YOL034W	1093	8.07	23.55	0.342675159235669	0.00045877663260652	NA	NA	NA
YOL036W	761	18.01	56.52	0.318648266100495	0.000363443273056029	-8.7	0	249
YOL038W	254	313.9	231.74	1.35453525502719	0.0015504216793537	-6.7	0	35
YOL039W	106	5742.04	4069.54	1.41098011077419	0.00469740271681575	-7.5	0	22
YOL040C	142	7908.97	5054.96	1.56459596119455	0.00474990295829074	-4.1	0	53
YOL041C	459	159.08	126.95	1.25309176841276	0.00197983447954066	-3.2	0	73
YOL042W	363	19.28	32.67	0.590143862871136	0.000757773992499376	-8.5	0	51
YOL043C	380	4.06	15.02	0.270306258322237	0.000337172198009232	-11.7	1	84
YOL044W	383	12.45	16.58	0.750904704463209	0.00081225518084053	NA	NA	NA
YOL045W	1101	17.97	42.24	0.425426136363636	0.000561039146705948	NA	NA	NA
YOL048C	342	10.27	26.33	0.390049373338397	0.000458332963208252	-9.6	0	49
YOL049W	491	85.23	154.06	0.553226015837985	0.000714858601540256	NA	NA	NA
YOL052C	396	81	73.95	1.09533468559838	0.00141310267781183	-3.6	0	15
YOL052CA	61	55.76	24.2	2.30413223140496	0.00388498880168898	NA	NA	NA
YOL053W	395	14.66	21.68	0.67619926199262	0.00077809374977271	NA	NA	NA
