,gene,experimental translation rate per transcript [s^-1],modelled translation rate [s^-1],transcript abundance,initiation rate [s^-1],ORF length [nts],CAI
4797,YOL122C,0.126637494739,0.129943502825,3.0,1.25460391028e-06,1728.0,0.76579139791
4798,YNL223W,0.0434067300221,,0.0,8.27600361321e-07,1485.0,0.732921269435
4799,YOL053W,0.0576909243955,0.0384180790961,1.0,1.00040624971e-06,1188.0,0.68656031106
4800,YFR055W,0.0190051541811,0.378531073447,7.0,1.55705628703e-06,1023.0,0.722521794405
4801,YDR474C,0.0529994931328,,,,,
4802,YIL030C,0.0867505356596,0.243509703664,7.0,9.69958702973e-07,3960.0,0.747846445945
4803,YLR334C,0.303187942416,,,,381.0,
4804,YJR103W,0.0366135156879,0.2011356253,4.0,1.43524788704e-06,1737.0,0.683044838105
4805,YLR343W,0.00983416902841,,,,1668.0,0.754646189418
4806,YOR021C,0.183582408194,1.19265536723,13.0,2.7982513796e-06,642.0,0.751827019814
4807,YER133W,0.171603352676,1.67768361582,22.0,2.18376623874e-06,939.0,0.802501925122
4808,YNL089C,0.158003049362,,,,477.0,
4809,YER162C,0.00935184962205,,0.0,1.25815077217e-06,2265.0,0.730346363021
4810,YBR051W,0.434122679789,,,,351.0,
4811,YMR243C,0.178093994117,0.825423728814,18.0,1.2787293474e-06,1329.0,0.778624466412
4812,YGL111W,0.0697541144201,0.227118644068,5.0,1.31432397202e-06,1392.0,0.726413537169
4813,YHR139C,0.0638024279492,,,,981.0,0.747394895156
4814,YPR188C,0.23731526238,0.360451977401,6.0,1.81116374641e-06,492.0,0.716183120886
4815,YOR374W,0.160009063714,0.650564971752,9.0,2.23529920737e-06,1560.0,0.748268756007
4816,YLL025W,0.163893818182,,,,375.0,0.813098461086
4817,YCL007C,0.180604210039,,,,393.0,
4818,YGR196C,0.0447722851992,0.088985564564,2.0,1.41536250542e-06,2454.0,0.738783953154
4819,YLR281C,0.2437998705,,0.0,1.0292922079e-06,468.0,0.500640853359
4820,YDR433W,0.567039710025,,,,441.0,
4821,YER057C,0.209539393939,2.09836436058,19.0,3.64630420745e-06,390.0,0.77754603071
4822,YGL024W,0.188581439394,,,,336.0,
4823,YKR010C,0.02786253729,0.024576965451,1.0,6.87313938396e-07,2316.0,0.744963818396
4824,YMR034C,0.0865295483571,,0.0,4.10296271367e-07,1305.0,0.731428247707
4825,YLR085C,0.180170214675,0.0694934885167,2.0,9.96193967003e-07,1317.0,0.704731526495
4826,YOR179C,0.191819582064,0.125988700565,2.0,1.61793386063e-06,567.0,0.703064645879
4827,YDR514C,0.0973385090575,0.048023955479,1.0,1.32128654354e-06,1452.0,0.715772682993
4828,YCR081W,0.0135366055513,0.0420915845081,2.0,5.28492464865e-07,4284.0,0.743140096981
4829,YDR391C,0.150674660771,0.104802259887,2.0,1.3712976387e-06,699.0,0.736539508802
4830,YPR004C,0.0657018006148,0.431638418079,10.0,1.2484949607e-06,1035.0,0.755718018363
4831,YGR261C,0.0668517022073,0.157066583802,6.0,7.7098874519e-07,2430.0,0.75799084731
4832,YPL228W,0.134430319559,0.182203389831,3.0,1.79066925133e-06,1650.0,0.767278698686
4833,YMR116C,0.184507047583,44.4314811153,322.0,4.05587899924e-06,960.0,0.819881274214
4834,YNL047C,0.0269773534431,0.0211870391819,1.0,5.80771198999e-07,1971.0,0.714663246447
4835,YDR256C,0.0397152924595,,,,1548.0,0.736687223577
4836,YGL030W,0.224794243374,49.3867058392,228.0,6.93539165219e-06,318.0,0.832846098004
4837,YJL033W,0.079088656998,0.283341337326,5.0,1.63417462964e-06,2313.0,0.780223674987
4838,YOR182C,0.213858690532,,,,192.0,0.84085927749
4839,YHR049C-A,0.375795493395,,,,297.0,
4840,YDR050C,0.259881708653,88.3858301082,481.0,5.65141949224e-06,747.0,0.828126305258
4841,YOR153W,0.0034807533002,4.49193480042,105.0,1.23262757212e-06,4536.0,0.787289507985
4842,YPL241C,0.0826493024302,0.0740112994351,2.0,1.11390912959e-06,807.0,0.704168481506
4843,YLR145W,0.181636268627,0.0406779661017,1.0,1.08811982862e-06,606.0,0.698323670191
4844,YPR059C,0.300122104769,,,,387.0,
4845,YPR022C,0.0195950777617,0.0449165230657,2.0,5.97547718238e-07,3402.0,0.735428874119
4846,YLR110C,0.174925825418,124.482047516,598.0,6.5768476307e-06,402.0,0.827927316305
4847,YDL023C,0.799771717172,,,,321.0,
4848,YEL071W,0.142092337866,2.09124293785,29.0,2.17219401619e-06,1491.0,0.761637225143
4849,YML062C,0.0886078109338,0.0680790960452,1.0,1.90515386923e-06,1179.0,0.709845465637
4850,YBR106W,0.222113494736,7.97310658494,81.0,2.98092299865e-06,567.0,0.764818352204
4851,YBL093C,0.0973090634855,0.272316384181,5.0,1.56708627938e-06,663.0,0.692920937728
4852,YLR390W-A,0.401234850598,,,,717.0,0.763241556492
4853,YLR064W,0.127104106761,0.195480225989,5.0,1.180761957e-06,822.0,0.701531480712
4854,YNL078W,0.0429548425431,0.0943502824859,4.0,7.12687544935e-07,1224.0,0.651698469181
4855,YJL124C,0.14653809774,0.798022598871,13.0,1.83325406746e-06,519.0,0.697611028692
4856,YPR131C,0.142245646946,0.271186440678,4.0,2.05775632843e-06,588.0,0.732134617224
4857,YKL143W,0.111508555381,0.355367231639,5.0,2.12266512079e-06,1392.0,0.755074587715
4858,YDR374C,0.0701210147073,,,,921.0,0.782851501115
4859,YHR061C,0.0225099887767,0.0853107344633,2.0,1.18823059934e-06,945.0,0.717029911328
4860,YDR453C,0.167214736194,0.0884180790961,1.0,2.32182364454e-06,591.0,0.781516326729
4861,YNL125C,0.00904395587927,0.0177971129128,1.0,5.5268537522e-07,2022.0,0.711095013408
4862,YDR321W,0.101315958009,1.73926553672,22.0,2.22319956558e-06,1146.0,0.763358529846
4863,YNR001C,0.171607104377,0.724293785311,11.0,1.9243982261e-06,1440.0,0.806569035604
4864,YKL030W,0.31882179718,,,,606.0,
4865,YDR167W,0.184458429708,0.322316384181,4.0,2.42089533278e-06,621.0,0.687396586279
4866,YJR017C,0.129712835158,0.728531073447,15.0,1.4222087559e-06,513.0,0.610155605607
4867,YPL180W,0.0269454924242,0.0570637588633,2.0,8.61521240737e-07,2400.0,0.738153474354
4868,YHR057C,0.187775762479,0.233333333333,4.0,1.76658579158e-06,618.0,0.666195618069
4869,YJL106W,0.0322590299278,,,,1938.0,0.771335019616
4870,YOR380W,0.123304790132,,0.0,2.88388563701e-07,1641.0,0.689880169712
4871,YDL101C,0.0980599772039,0.080793242747,2.0,1.10080475264e-06,1542.0,0.73762670607
4872,YMR285C,0.0126769438572,0.111581920904,2.0,1.6419057093e-06,1548.0,0.764232311118
4873,YBR226C,0.271699712453,,,,411.0,
4874,YIL117C,0.0224317469364,0.122316384181,2.0,1.74026585869e-06,957.0,0.730785138807
4875,YAL055W,0.128759752218,0.0536723163842,1.0,1.4378394334e-06,543.0,0.694199623717
4876,YPL137C,0.0124546878337,0.0652560806803,4.0,4.71007674424e-07,3831.0,0.744796187406
4877,YOL103W,0.0597664475094,0.0822057120258,6.0,3.99147924848e-07,1830.0,0.766159178034
4878,YHR156C,0.058270061317,,0.0,1.46622912118e-06,1023.0,0.740240794136
4879,YGR157W,0.0914351213282,0.501426593972,24.0,5.60747865612e-07,2610.0,0.781572121973
4880,YGL168W,0.757416671217,,,,333.0,0.69960701131
4881,YBR168W,0.0478741765481,0.0206214689266,1.0,4.83216363915e-07,1242.0,0.738645126342
4882,YMR306W,0.00656540771658,,,,5358.0,0.725869928862
4883,YJR068W,0.106476470924,0.268079096045,5.0,1.51915055609e-06,1062.0,0.754001963548
4884,YHR162W,0.180864102564,2.11446651035,37.0,1.71388018538e-06,390.0,0.675230495219
4885,YLR275W,0.329381219379,0.231362467866,2.0,3.40662858078e-06,333.0,0.755234571286
4886,YOR004W,0.137262527233,0.283898305085,5.0,1.7749835384e-06,765.0,0.7278959669
4887,YOR138C,0.102553890091,0.0635611175457,2.0,9.4280677497e-07,2016.0,0.674576129817
4888,YDL227C,0.057124171872,0.278256447922,6.0,1.40170801151e-06,1761.0,0.723712421901
4889,YGL093W,0.0362570024867,0.0564987711518,2.0,7.25552314466e-07,2754.0,0.7100157848
4890,YGR139W,0.155098685975,,,,339.0,
4891,YNL143C,0.0409006862518,,,,393.0,0.695476810365
4892,YKL215C,0.0276065841005,0.180796067686,4.0,1.33703865085e-06,3861.0,0.741924068254
4893,YCR066W,0.0365696721311,,0.0,9.69661340905e-07,1464.0,0.755221832005
4894,YDR334W,0.0211277981131,0.0370066951044,3.0,2.98198468583e-07,4545.0,0.751671798493
4895,YBR288C,0.0720173282411,0.155649717514,4.0,1.09737089113e-06,1452.0,0.749236704324
4896,YKR092C,0.120205321024,1.17937853107,15.0,2.27684518651e-06,1221.0,0.733479976212
4897,YMR222C,0.153693136724,0.20395480226,3.0,2.14956292893e-06,672.0,0.676303123143
4898,YPL277C,0.0964451689021,,,,1464.0,0.688389020883
4899,YOR211C,0.0215521997382,0.134184581485,4.0,9.47134343565e-07,2646.0,0.751763743482
4900,YGR011W,0.321726346029,,,,327.0,
4901,YDR033W,0.257767003367,7.79463276837,79.0,2.8387516948e-06,963.0,0.823297341338
4902,YGL226W,0.186761241447,0.150564971752,2.0,2.33328074061e-06,372.0,0.640787620398
4903,YOR324C,0.028201115634,0.0367242012486,2.0,4.99817355227e-07,1809.0,0.706138665748
4904,YOR353C,0.0405181384553,0.0471764739117,2.0,6.76428187461e-07,2376.0,0.727456054122
4905,YHL025W,0.0577486577487,0.104802259887,3.0,9.53722369207e-07,999.0,0.619563388021
4906,YDR537C,0.186511831183,,,,606.0,
4907,YER143W,0.192248296485,0.149152542373,2.0,2.32605920587e-06,1287.0,0.713911900138
4908,YNL321W,0.019903590359,0.0884205768525,3.0,7.45716342036e-07,2727.0,0.692817741149
4909,YGR284C,0.302257884309,1.30903954802,16.0,2.43327339877e-06,933.0,0.782111914287
4910,YCR031C,0.176467907996,,,,414.0,0.856027295093
4911,YDR106W,0.0685334396598,,,,855.0,0.725991556104
4912,YLL006W,0.0515289901355,0.101129943503,3.0,9.51123179496e-07,1281.0,0.721964970967
4913,YOR237W,0.0728885800534,,0.0,9.36560966706e-07,1305.0,0.769601337011
4914,YIL049W,0.0257537182852,0.0248587570622,1.0,6.71883130997e-07,762.0,0.719320736085
4915,YMR175W,0.292222348485,,,,240.0,0.754316940587
4916,YBR030W,0.0347423968437,0.0528263510269,2.0,6.64740280029e-07,1659.0,0.725040436964
4917,Q0065,0.0124759811717,,,,1671.0,0.880816802979
4918,YLR044C,0.168613342646,223.223163842,1381.0,4.81317484643e-06,1692.0,0.822052789411
4919,YBR065C,0.058795682856,0.0610169491526,2.0,8.05250979208e-07,1095.0,0.710895884853
4920,YOR149C,0.0389225133345,0.0322033898305,2.0,4.39915848854e-07,1551.0,0.726010693459
4921,YOL007C,0.218519800343,0.233615819209,4.0,1.67612156931e-06,1026.0,0.740027523001
4922,YDR429C,0.138657337006,2.52966101695,30.0,2.60568336803e-06,825.0,0.793380300179
4923,YML010W,0.0786290926179,0.702562219272,12.0,1.73285372189e-06,3192.0,0.763266670432
4924,YER074W,0.0830638651966,,,,408.0,0.796178936476
4925,YER021W,0.146972366798,0.669491525424,14.0,1.35473376594e-06,1572.0,0.751418137454
4926,YMR208W,0.13072049322,0.295197740113,4.0,2.10019931959e-06,1332.0,0.750013441631
4927,YEL052W,0.0613445414934,0.118926553672,4.0,7.83678746373e-07,1530.0,0.717541696724
4928,YJL180C,0.0961449556919,0.0813559322034,2.0,1.21714051683e-06,978.0,0.72396409528
4929,YNL200C,0.153041479573,0.0576271186441,1.0,1.80025286576e-06,741.0,0.690795402899
4930,YER129W,0.0174961160158,0.0395491398062,3.0,3.32749941746e-07,3429.0,0.71759082485
4931,YLR062C,0.343346039763,,,,378.0,
4932,YKR082W,0.0172475270843,0.157349077658,5.0,9.41876403509e-07,3474.0,0.743292102295
4933,YLR019W,0.0562330592356,0.127683615819,4.0,9.09135521969e-07,1194.0,0.710970231795
4934,YPL081W,0.0900061380933,,,,594.0,0.814797216223
4935,YDR351W,0.0236352776318,0.055086301873,2.0,8.04401551123e-07,2595.0,0.7189154266
4936,YHL028W,0.0092636096943,0.016384643634,1.0,4.77585895755e-07,1818.0,0.680972579159
4937,YDL045W-A,0.246250631313,,,,288.0,0.739855711749
4938,YLR210W,0.0151205766998,0.0370066951044,1.0,1.13407027343e-06,1383.0,0.743894979753
4939,YDL204W,0.054427011229,0.0124293785311,1.0,3.35338035204e-07,1182.0,0.711476767957
4940,YLR171W,0.180324708625,,,,390.0,
4941,YKR031C,0.0129256640035,0.0392666459505,2.0,5.40712152663e-07,5052.0,0.752167377999
4942,YER119C-A,0.190051564027,,,,372.0,
4943,YML081W,0.0130031706845,0.0488714370463,4.0,3.16451970037e-07,3756.0,0.74479832595
4944,YHR181W,0.162795469984,0.234180790961,5.0,1.31219448618e-06,687.0,0.720675899895
4945,YER096W,0.0734250182133,,,,1539.0,0.748261606727
4946,YMR128W,0.02694352914,0.208762959406,4.0,1.50431728727e-06,3804.0,0.758965192782
4947,YJL029C,0.0273194152951,0.0564987711518,3.0,5.91382636109e-07,2469.0,0.710727731769
4948,YMR157C,0.0846409801136,0.164406779661,3.0,1.56371019161e-06,768.0,0.737972363131
4949,YCR017C,0.0861945577367,0.246899629933,9.0,7.36479362508e-07,2862.0,0.751905030892
4950,YBL072C,0.205130117091,,,,603.0,0.824738833981
4951,YGL187C,0.149151903652,0.500296618549,5.0,3.43286149735e-06,468.0,0.801619090192
4952,YMR048W,0.0667785401182,0.0734463276837,1.0,1.88452504982e-06,954.0,0.73333952043
4953,YOR167C,0.257902257873,34.3403954802,191.0,5.62344614104e-06,204.0,0.719231339786
4954,YPR107C,0.0364151563482,0.125141242938,2.0,1.80655716857e-06,627.0,0.743225579202
4955,YPL076W,0.0745285236709,0.0384180790961,1.0,1.07349509287e-06,843.0,0.740426417825
4956,YJR023C,0.176739484396,,,,402.0,
4957,YGR176W,0.409158655521,,,,348.0,
4958,YKL011C,0.0576803629515,0.0265536723164,1.0,7.63511842556e-07,1062.0,0.731951070657
4959,YKL044W,0.15897451147,,,,321.0,0.68314112124
4960,YAL049C,0.142546869505,0.509604519774,6.0,2.51129959114e-06,741.0,0.738690747759
4961,YOR018W,0.00744908512331,0.0384191643832,1.0,1.01674668929e-06,2514.0,0.731416376686
4962,YGL201C,0.0781000625112,0.166388881042,4.0,1.14402903089e-06,3054.0,0.764738170518
4963,YPR084W,0.0434960546383,0.0231638418079,1.0,6.7165088957e-07,1371.0,0.719133252345
4964,YBR121C,0.136839363697,4.15480225989,49.0,2.45221630241e-06,2004.0,0.832528865067
4965,YMR062C,0.125093605741,0.185593220339,4.0,1.37706389452e-06,1326.0,0.747970714914
4966,YMR015C,0.0375680553213,0.996610169492,11.0,2.70823061873e-06,1617.0,0.822910580122
4967,YGL262W,0.211354338843,,,,528.0,0.715302142304
4968,YAL063C,0.00516873954969,,,,3969.0,0.768195602905
4969,YPL114W,0.156501515152,,,,420.0,
4970,YNL064C,0.145731066765,6.73926553673,50.0,3.99858963123e-06,1230.0,0.82124279834
4971,YNL031C,0.170169431542,,,,411.0,0.839405937466
4972,YIL136W,0.144719966159,0.0898305084746,1.0,2.6875324315e-06,1182.0,0.675126168417
4973,YLR190W,0.0420459472777,0.16582389333,6.0,7.6494182222e-07,1476.0,0.71599855284
4974,YOR023C,0.0583463809168,0.0951977401131,2.0,1.22895506814e-06,1701.0,0.696636405383
4975,YOR098C,0.0153569398723,0.190118364926,5.0,1.02564592463e-06,3231.0,0.743811797563
4976,YCR030C,0.0878917846664,0.132772112207,3.0,1.34011536974e-06,2613.0,0.740471978355
4977,YIL018W,0.14830695862,,,,765.0,0.810398926537
4978,YHR039C,0.0842697831023,0.342372881356,8.0,1.13595006245e-06,1935.0,0.778102746934
4979,YBR274W,0.0665536616162,0.046893980056,2.0,6.24740257248e-07,1584.0,0.749349883459
4980,YML119W,0.104378669375,0.0361592135371,1.0,1.14767850497e-06,1074.0,0.689699577451
4981,YBL012C,0.140618724559,,,,402.0,
4982,YHR204W,0.00559628911448,0.0299443487104,2.0,3.87440408791e-07,2391.0,0.720470979478
4983,YNL225C,0.0363303655108,0.0423740783638,1.0,9.99998715032e-07,1746.0,0.758918463651
4984,YAR069C,0.281366841888,,,,294.0,
4985,YNR059W,0.00910026252195,0.00790982796125,1.0,2.7157575395e-07,1743.0,0.70989711619
4986,YDR180W,0.0247097163063,0.0333342749795,2.0,5.58899464737e-07,4482.0,0.746290174544
4987,YOL120C,0.134732287286,,,,561.0,0.844332681827
4988,YIL036W,0.0376789837147,0.126839741236,3.0,1.17973951936e-06,1764.0,0.732627145836
4989,YOL051W,0.020651543158,,,,3246.0,0.745105483173
4990,YOR045W,0.134119582926,2.6562897257,16.0,5.29971094883e-06,186.0,0.789918826798
4991,YDR476C,0.102583299663,0.207627118644,5.0,1.16767174267e-06,675.0,0.571579020947
4992,YMR086W,0.0191021032384,0.116387468573,3.0,1.07964837165e-06,2883.0,0.723217473403
4993,YIL158W,0.164313111604,0.145480225989,5.0,8.38853003913e-07,615.0,0.697923710105
4994,YJR101W,0.132673782772,0.167514124294,4.0,1.2701164219e-06,801.0,0.702812715288
4995,YDR029W,0.464389225589,,,,315.0,
4996,YGR058W,0.0654153138528,0.065538574536,1.0,1.91070636096e-06,1008.0,0.723941716268
4997,YBR012W-A,0.0141571726334,,,,1323.0,0.74488596517
4998,YBR053C,0.162296164993,0.349152542373,4.0,2.55785101413e-06,1077.0,0.748958216284
4999,YDL192W,0.224948656899,7.23127771971,82.0,2.60354574091e-06,546.0,0.828121092502
5000,YLR029C,0.190535614683,,,,615.0,0.818293754527
5001,YBR082C,0.275108319805,6.37532133676,35.0,5.72470926048e-06,447.0,0.769788135088
5002,YER160C,0.0116792042651,,,,5268.0,0.736910204834
5003,YHR104W,0.184244302784,0.601129943503,8.0,2.4018116602e-06,984.0,0.753020474941
5004,YDL003W,0.0650769939251,0.16779661017,3.0,1.64179624569e-06,1701.0,0.751233575933
5005,YDL078C,0.118673067888,0.825423728814,11.0,2.25926250144e-06,1032.0,0.696894924809
5006,YOR258W,0.240909693263,0.030790960452,1.0,9.23266688309e-07,654.0,0.731777760795
5007,YDR435C,0.103701443001,0.0703389830509,2.0,1.09569130808e-06,987.0,0.699660933816
5008,YIL098C,0.248103334628,0.177683615819,2.0,2.57677885008e-06,468.0,0.686070054199
5009,YLL027W,0.129349583484,0.244632768362,4.0,1.80468088345e-06,753.0,0.665743572246
5010,YCL001W,0.173952749719,0.987881013589,12.0,2.39967185135e-06,567.0,0.801119619225
5011,YGR198W,0.0374504951718,0.10056781265,4.0,6.97734319875e-07,2454.0,0.739279784735
5012,YAR007C,0.132671277079,0.361016949153,5.0,2.34237748932e-06,1866.0,0.759102173699
5013,YML064C,0.141076615751,0.139265536723,2.0,2.01042154138e-06,738.0,0.664002571442
5014,YER055C,0.127475113552,1.79265536723,36.0,1.44541872952e-06,894.0,0.757468687585
5015,YLR087C,0.0130745197838,0.00677966101695,2.0,1.50151925034e-07,8877.0,0.736347487838
5016,YMR036C,0.0659168477568,0.032769287268,1.0,7.70767272498e-07,1665.0,0.730713450797
5017,YMR081C,0.0977262775245,,,,1017.0,0.731015802563
5018,YGR218W,0.073571353163,0.710472047233,13.0,1.50264264808e-06,3255.0,0.796206120734
5019,YGR267C,0.158678700944,0.708474576272,12.0,1.72732056735e-06,732.0,0.7641381831
5020,YDL125C,0.240252117408,2.53792480014,29.0,2.85193651543e-06,477.0,0.740380852225
5021,YPR006C,0.0414353430135,0.0367242012486,1.0,9.82618944194e-07,1728.0,0.729306615703
5022,YMR114C,0.0198273521119,,0.0,9.42414188454e-07,1107.0,0.705314670664
5023,YGL022W,0.115635491213,0.586457244555,19.0,8.663424786e-07,2157.0,0.704618403217
5024,YJL153C,0.0558431109658,,,,1602.0,0.713724168117
5025,YCL005W,0.0740123806155,0.0457627118644,2.0,6.38291847945e-07,771.0,0.66011483729
5026,YMR214W,0.213810258137,0.39406779661,6.0,1.94686269311e-06,1134.0,0.709277502944
5027,YMR241W,0.278175982043,1.66468926554,20.0,2.39664388658e-06,945.0,0.799035968397
5028,YDR500C,0.103397034368,30.0268369163,193.0,4.98883602783e-06,267.0,0.811363441569
5029,YGR063C,0.226512209473,0.618379050256,8.0,2.33851423677e-06,309.0,0.694705983924
5030,YPR020W,0.222891588297,0.481369530213,5.0,3.22762584579e-06,348.0,0.758465748429
5031,YEL077C,0.00448218491646,,,,3834.0,0.654704492707
5032,YLR221C,0.16898904886,0.487005649718,7.0,2.03954332147e-06,663.0,0.757685785304
5033,YPL243W,0.134573936027,0.489830508475,8.0,1.69577165055e-06,1800.0,0.754014645017
5034,YDR497C,0.0394323232323,0.490395480226,16.0,8.67618603113e-07,1755.0,0.733326580096
5035,YDL025C,0.0492452268254,0.0627136359785,2.0,7.79902070667e-07,1863.0,0.743060339356
5036,YLR147C,0.250102198455,0.288983050848,3.0,2.99858868448e-06,306.0,0.69008634235
5037,YFL056C,0.0290118082231,,,,1127.0,
5038,YFL029C,0.0981330048452,0.0415265967965,1.0,1.24575410821e-06,1107.0,0.694431104118
5039,YBL091C,0.141360357126,0.820056497176,12.0,2.07354623635e-06,1266.0,0.72995008019
5040,YPL048W,0.139263354701,3.08672316384,31.0,2.89382549178e-06,1248.0,0.748433810262
5041,YPR133C,0.123634323773,0.372598870057,6.0,1.94025671668e-06,1233.0,0.760757716508
5042,YJL071W,0.0375920421607,0.023446990028,1.0,6.13702381679e-07,1725.0,0.718261095239
5043,YNL123W,0.0714765024999,0.332777762084,7.0,1.39123073042e-06,2994.0,0.771921903766
5044,YDR372C,0.109127155953,0.511581920904,10.0,1.4455416372e-06,1038.0,0.774297450031
5045,YKL145W,0.12273674782,1.55254237288,19.0,2.33577619235e-06,1404.0,0.769196157628
5046,YOR111W,0.16730284389,0.0742937853108,1.0,2.16136095883e-06,699.0,0.743927711505
5047,YDR451C,0.0179055527022,0.206779661017,4.0,1.5991801261e-06,1062.0,0.706475553807
5048,YKL198C,0.0455727272727,0.0395491398062,2.0,5.36780521453e-07,1989.0,0.604220675635
5049,YNL041C,0.0820656289081,0.079663267324,3.0,7.91144835511e-07,2520.0,0.75296773185
5050,YJL100W,0.0324161184211,0.0189270883358,1.0,5.5708226919e-07,1824.0,0.683416909716
5051,YDR165W,0.0780241607082,0.426553672317,8.0,1.57280068025e-06,1335.0,0.779119465617
5052,YHR055C,0.255811665037,,,,186.0,0.730582893382
5053,YHR080C,0.0154747399703,0.0118647419419,2.0,1.740223336e-07,4038.0,0.731374966172
5054,YKL163W,0.143701710355,,,,978.0,0.81475855152
5055,YDL107W,0.0195862316345,0.0372881355932,1.0,1.03593667159e-06,1056.0,0.718367151177
5056,YNR029C,0.0788403194738,0.110451977401,2.0,1.64826360864e-06,1290.0,0.711075867109
5057,YMR064W,0.0427604951247,0.0288143732874,2.0,3.84040282267e-07,1557.0,0.732280518072
5058,YOL105C,0.0578987360136,,0.0,3.23675776086e-07,1671.0,0.732989732166
5059,YBR253W,0.123575095214,0.135875706215,5.0,8.03687501696e-07,366.0,0.66639058462
5060,YBR224W,0.214543628142,,,,516.0,
5061,YIL111W,0.164869106823,0.314689265537,7.0,1.39160900547e-06,456.0,0.724390156464
5062,YPL142C,0.247502287021,,,,318.0,
5063,YJL084C,0.0652066896279,0.0358767196814,1.0,8.93980969839e-07,3141.0,0.747094524379
5064,YHR154W,0.0467833894501,0.0805107488913,3.0,8.20705750294e-07,3213.0,0.752268247031
5065,YPL135W,0.0326963003529,0.713559322034,10.0,2.43028022016e-06,498.0,0.707369373058
5066,YGR151C,0.338877290765,,,,336.0,
5067,YGR041W,0.0365830015483,0.0968953925253,4.0,6.84357987635e-07,1644.0,0.72269534441
5068,YPL168W,0.0431994656542,0.0274019040086,1.0,6.24709377462e-07,1293.0,0.714530140655
5069,YHR160C,0.0806282543747,,,,852.0,0.731086811872
5070,YGR137W,0.318417688889,,,,375.0,
5071,YGL091C,0.148727917473,0.109604519774,2.0,1.68230066556e-06,987.0,0.727415670893
5072,YCL038C,0.103369059212,0.031639311845,1.0,8.37528845354e-07,1587.0,0.71731225586
5073,YKL058W,0.193710273466,0.391525423729,9.0,1.32631982316e-06,369.0,0.690014886275
5074,YKL085W,0.180074868084,1.06186440678,10.0,3.25797574492e-06,1005.0,0.756616411998
5075,YNR043W,0.143458056637,1.26214689266,16.0,2.3407222451e-06,1191.0,0.742757956733
5076,YIR040C,0.0565450905451,,,,333.0,
5077,YOL089C,0.0176836551744,0.0248594593068,1.0,7.42457952869e-07,3093.0,0.747235263061
5078,YIL064W,0.147048062016,0.247175141243,5.0,1.43675945263e-06,774.0,0.690960412264
5079,YKL217W,0.0360019154266,,,,1851.0,0.753074278444
5080,YKR094C,0.101292113185,,,,387.0,0.820299464044
5081,YML103C,0.0205635893964,0.155371620667,6.0,7.50333181363e-07,4968.0,0.761332114577
5082,YLR306W,0.161874930644,0.0485875706215,1.0,1.25782419705e-06,567.0,0.740850715949
5083,YGL220W,0.211937640872,0.613576654708,11.0,1.58306728925e-06,363.0,0.662545121518
5084,YOR328W,0.0187569845419,,0.0,4.98551370716e-08,4695.0,0.723102722352
5085,YMR291W,0.0109649303942,0.216384180791,4.0,1.55109322573e-06,1761.0,0.730238965163
5086,YHL027W,0.0930330590248,0.150286731264,3.0,1.49442737606e-06,1878.0,0.711934019674
5087,YGR035C,0.0611455581456,0.33503771293,4.0,2.5555803255e-06,351.0,0.728590525949
5088,YJR146W,0.169673600411,,,,354.0,0.62514261073
5089,YDR539W,0.10427637486,0.187570621469,4.0,1.31425693233e-06,1512.0,0.76421179772
5090,YMR177W,0.0392255826365,0.0364417073929,1.0,1.15146700256e-06,1533.0,0.745425372183
5091,YGR286C,0.0592568504191,0.177118644068,3.0,1.60876725007e-06,1128.0,0.762682053664
5092,YOR239W,0.0910398850796,0.781073446328,8.0,2.75447917829e-06,1887.0,0.781533718507
5093,YOR147W,0.00947079356254,0.0406791152293,2.0,5.74478627286e-07,1869.0,0.735039586581
5094,Q0045,0.00465791961841,,,,1605.0,0.854817139385
5095,YLR046C,0.0741302694845,,,,813.0,0.696438884105
5096,YBR067C,0.170593192589,2.71872086782,15.0,5.70612964898e-06,633.0,0.813974313437
5097,YDR100W,0.27043759119,0.537868301365,7.0,2.216109696e-06,432.0,0.718556210556
5098,YLL004W,0.034583222828,0.0412441029408,1.0,1.02216144711e-06,1851.0,0.729217135966
5099,YER049W,0.119722535432,0.611016949153,10.0,1.74413340817e-06,1935.0,0.76896633457
5100,YEL054C,0.157897955458,,,,498.0,0.821911452088
5101,YML012W,0.125094482561,1.99830508475,33.0,1.83707173459e-06,636.0,0.724352899427
5102,YER056C-A,0.099262004051,,,,366.0,0.819611314956
5103,YPR192W,0.0217087211989,,,,918.0,0.683978225247
5104,YOR217W,0.0574481825213,0.213565354954,5.0,1.20285437766e-06,2586.0,0.763988073217
5105,YBL035C,0.0950938120583,0.0844656628719,2.0,1.18196607268e-06,2118.0,0.746322194328
5106,YNL206C,0.0759202418926,0.129661016949,4.0,8.3203944673e-07,1368.0,0.741853910068
5107,YLR060W,0.135903455698,2.22146892656,28.0,2.36751972857e-06,1788.0,0.763878909981
5108,YER076C,0.0740386038604,0.0248587570622,1.0,7.01737473932e-07,909.0,0.708416065503
5109,YJL182C,0.257605145798,,,,318.0,
5110,YBR049C,0.0579799723499,0.368936975621,6.0,1.74742349123e-06,2433.0,0.775275713265
5111,YKR080W,0.0594301897479,0.658757062147,11.0,1.80446728342e-06,963.0,0.740604704394
5112,YGR224W,0.0575473579443,,,,1842.0,0.719151654534
